"","FileNumber","ResultCode","AccountStatus","PermitStatus","DateIssued","DateExpired","AnnualTimeStart","AnnualTimeEnd","ProjectTitle","FirstName","LastName","Organization","HUCNumber","WaterbodyName","BasinName","StreamName","LocationDescription","CommonName","Population","Run","Production","LifeStage","Sex","TakeAction","CaptureMethod","ExpTake","IndMort","Species"
"276","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Central California Coast","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",1,0,"Central California Coast steelhead"
"277","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Central California Coast","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Central California Coast steelhead"
"278","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Central California Coast","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Central California Coast steelhead"
"279","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Central California Coast","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"Central California Coast steelhead"
"280","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Northern California","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Northern California steelhead"
"281","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Northern California","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trap, Minnow",1,0,"Northern California steelhead"
"282","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Northern California","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"Northern California steelhead"
"283","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","South-Central California Coast","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Backpack",1,0,"South-Central California Coast steelhead"
"284","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","South-Central California Coast","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"South-Central California Coast steelhead"
"285","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","South-Central California Coast","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"South-Central California Coast steelhead"
"286","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","South-Central California Coast","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"South-Central California Coast steelhead"
"287","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Southern California","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Southern California steelhead"
"288","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Southern California","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Southern California steelhead"
"289","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","steelhead","Southern California","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Seine, Beach",1,0,"Southern California steelhead"
"290","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","green sturgeon","Southern DPS","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Electrofishing, Boat",1,0,"Southern DPS green sturgeon"
"291","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","green sturgeon","Southern DPS","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Otter",1,0,"Southern DPS green sturgeon"
"292","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California inland estuarine, delta, and freshwaters","California statewide estuarine, delta, and freshwater streams, rivers, lakes, and reservoirs will be sampled.","green sturgeon","Southern DPS","N/A","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"Southern DPS green sturgeon"
"293","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","Chinook salmon","California Coastal","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"California Coastal Chinook salmon"
"294","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","Chinook salmon","California Coastal","Mixed","Natural","Juvenile","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"California Coastal Chinook salmon"
"295","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","coho salmon","Central California Coast","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Central California Coast coho salmon"
"296","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","coho salmon","Southern Oregon/Northern California Coast","Fall","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Southern Oregon/Northern California Coast coho salmon"
"297","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","coho salmon","Southern Oregon/Northern California Coast","Fall","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Otter",1,0,"Southern Oregon/Northern California Coast coho salmon"
"298","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","steelhead","Central California Coast","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"Central California Coast steelhead"
"299","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","steelhead","Northern California","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Northern California steelhead"
"300","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","steelhead","Northern California","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Trawl, Otter",1,0,"Northern California steelhead"
"301","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","steelhead","South-Central California Coast","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Gill",1,0,"South-Central California Coast steelhead"
"302","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","steelhead","Southern California","Mixed","Natural","Adult","Unknown","Capture/Handle/Release Animal","Hook and line/angler/rod and reel",1,0,"Southern California steelhead"
"303","25463","NMFS 10a1A Salmon","Application Complete","Issued",2021-03-30,2025-12-31,2021-03-30,2025-12-31,"MPSL-MLML California State Water Board Bioaccumulation Monitoring",NA,NA,"Moss Landing Marine Labs, MPSL",99999999,"N/A","N/A","California Pacific Ocean nearshore coast","California statewide Pacific Ocean nearshore coast will be sampled.","steelhead","Southern California","N/A","Natural","Adult","Unknown","Capture/Handle/Release Animal","Net, Cast",1,0,"Southern California steelhead"
